Date,Open,High,Low,Close,Range,ATR,Up,Percent Change,MOM 5,MOM 20,RSI 14,Oil Range,Oil ATR,Oil Up,Oil Percent Change,Oil MOM 5,Oil MOM 20,Oil RSI 14,Gold Range,Gold ATR,Gold Up,Gold Percent Change,Gold MOM 5,Gold MOM 20,Gold RSI 14,Tomorrow,Target
2000-09-28,143.1875,146.328125,142.890625,145.0,3.4375,2.2563953243070665,1,1.2658227848101267,2.3125,-5.34375,44.63295048689395,2.1699981689453125,1.4881896013355083,0,2.572350915101092,-3.6500015258789062,-3.1000022888183594,35.239250166905194,2.399993896484375,1.5865124006806026,0,0.6846824852195946,5.300018310546875,1.70001220703125,56.442587391797126,143.625,0
2000-09-29,145.46875,145.96875,143.625,143.625,2.34375,2.262634943999419,0,1.267454350161117,-1.65625,-8.71875,41.30582877326918,0.8000011444091797,1.4306556250828502,1,0.5211721284556403,-1.7900009155273438,-2.2399978637695312,38.6299352268145,2.600006103515625,1.7687769654998449,0,0.3641660516289396,1.800018310546875,-4.699981689453125,49.98298202949296,143.84375,1
2000-10-02,144.28125,144.90625,143.140625,143.84375,1.765625,2.2271342337137456,0,0.30322720381199914,-0.40625,-8.65625,42.045990503088916,0.9999980926513672,1.435557090828462,1,2.225757538818031,0.5800018310546875,-1.2299995422363281,45.684712060901155,1.0,1.7093729911269944,1,0.1099773914852821,-1.0,-3.899993896484375,48.48892785329288,142.5,0
2000-10-03,144.53125,145.75,142.28125,142.5,3.46875,2.315821074162764,0,1.4054054054054055,0.09375,-8.78125,38.808464879734984,0.6299991607666016,1.369755634774367,1,0.2187490463256836,0.5699996948242188,-1.7299995422363281,45.33663884180409,1.29998779296875,1.6998245264346232,0,0.18375596794723476,-2.29998779296875,-4.199981689453125,44.21865478618102,143.6875,1
2000-10-04,142.875,144.25,141.75,143.6875,2.5,2.3289767117225666,1,0.5686789151356081,0.53125,-5.875,42.98644682260502,0.6000003814697266,1.3212623727229742,0,0.3164568995649978,0.0,-3.450000762939453,42.83264099904146,0.899993896484375,1.6826511825954231,0,0.073941666185305,-8.100006103515625,-3.9000244140625,40.860078936513595,144.1875,1
2000-10-05,143.40625,144.84375,143.3125,144.1875,1.53125,2.2719962323138114,1,0.5447809980387884,-0.8125,-6.65625,44.698560955000666,0.7800006866455078,1.3219622508235487,0,0.6483006822249021,0.35000038146972656,-4.680002212524414,39.34299605848675,0.600006103515625,1.5909374588457652,1,0.11099457051276987,-5.0,-3.399993896484375,41.955778776588346,141.0625,0
2000-10-06,143.875,144.640625,139.75,141.0625,4.890625,2.459041144291397,0,1.954821894005213,-2.5625,-8.75,37.182966456247996,0.4099998474121094,1.249542023500494,1,0.32520449258447665,-0.010000228881835938,-2.8500003814697266,40.56989862298284,0.9000244140625,1.5666160172388717,0,0.1853224694671504,-4.300018310546875,-4.0,38.61708394023208,140.0,0
2000-10-09,141.3125,141.3125,139.375,140.0,1.9375,2.42178820541344,0,0.9287925696594427,-3.84375,-9.59375,35.02655877367167,0.6900005340576172,1.2353972283720023,1,1.0459585790367205,-0.2700023651123047,-3.219999313354492,46.56435638877587,1.0,1.5198154741371037,1,0.3716090588326953,-3.0,-3.0,41.692100617278726,137.6875,0
2000-10-10,140.09375,141.25,137.6875,137.6875,3.5625,2.5032676193124805,0,1.7175998215480703,-4.8125,-10.8125,30.83506190279948,1.0200004577636719,1.2459242236922605,1,2.790702405826066,1.0800018310546875,-1.0499992370605469,52.87594380902762,0.0,1.583543323664052,0,0.0,0.79998779296875,-0.5,49.521316468340714,136.53125,0
2000-10-11,137.625,138.625,135.125,136.53125,3.5,2.574462789361589,0,0.7947320617620345,-7.15625,-12.359375,28.968459732224417,0.7400016784667969,1.2066237587448838,0,1.3392766924938335,1.6500015258789062,-0.6499977111816406,52.8759438090276,3.0,1.698071063353373,0,0.7339449541284404,0.20001220703125,-2.29998779296875,44.2370100290942,133.125,0
2000-10-12,137.28125,137.59375,132.78125,133.125,4.8125,2.734322590121476,0,3.02754381971318,-11.0625,-16.515625,24.30136093102893,2.200000762939453,1.4106873541287541,1,3.1428527832031246,5.44999885559082,2.0,64.251085601342,2.399993896484375,2.0346452106065764,1,0.8759101811986769,5.79998779296875,4.0,58.90246714846406,137.5625,1
2000-10-13,132.9375,137.65625,132.875,137.5625,4.78125,2.8805316908270853,1,3.479078514339445,-3.5,-8.4375,38.25716037984799,1.05999755859375,1.394515751026385,0,2.449209742946951,4.19999885559082,-0.7999992370605469,58.809634461448354,1.800018310546875,2.19071682067065,0,0.6564617908141426,3.100006103515625,0.100006103515625,49.41406200414318,138.1875,1
2000-10-16,137.40625,138.234375,136.6875,138.1875,1.546875,2.78527049862515,1,0.568569479190357,-1.8125,-6.46875,39.93674484103388,2.0999984741210938,1.467465521206032,0,3.7790784712024745,1.2199993133544922,-3.7800025939941406,50.29125103971015,0.0,2.08903043025304,0,0.0,1.399993896484375,0.100006103515625,47.55777337722745,134.75,0
2000-10-17,138.4375,138.5625,134.40625,134.75,4.15625,2.8831976058662114,0,2.6636568848758464,-2.9375,-11.21875,34.39487460890793,1.0999984741210938,1.439547284445522,1,0.7645259760462683,-0.20000076293945312,-3.549999237060547,49.69496366245121,0.0,1.9569353135400358,0,0.0,-1.29998779296875,-0.79998779296875,46.717780442895126,134.25,0
2000-10-18,132.625,136.125,130.15625,134.25,5.96875,3.1035942054471968,1,1.2252591894439209,-2.28125,-10.640625,33.663145447804276,0.75,1.3987406280792811,0,0.0,0.3999977111816406,-3.950000762939453,52.13946844623099,0.0,1.8670650823114703,0,0.0,-0.20001220703125,1.29998779296875,45.005590923698456,139.3125,1
2000-10-19,136.84375,139.453125,136.4375,139.3125,3.015625,3.2535606907723973,1,1.8040648549897238,6.1875,-3.375,46.153944981797345,1.5999984741210938,1.4138982553824462,0,2.6587821322051295,-3.1499977111816406,-1.0,49.54661428125993,0.0,1.7383693552272386,0,0.0,-6.29998779296875,-0.199981689453125,44.565900197609956,139.90625,1
2000-10-20,138.375,141.1875,138.375,139.90625,2.8125,3.2220563557172257,1,1.1065943992773262,2.34375,-5.375,47.404793723080076,1.5,1.4203578609932663,1,3.0030030718050904,-0.75,1.6499977111816406,54.97234946542219,0.0,1.6893715990248226,0,0.0,-1.199981689453125,-0.5999755859375,47.59849339321555,140.53125,1
2000-10-23,139.9375,141.03125,138.9375,140.53125,2.09375,3.1414630445945666,1,0.4242965609647164,2.34375,-3.71875,48.75428336103766,1.2000007629394531,1.4412623539642508,1,2.2121198249585703,0.6300010681152344,2.1599998474121094,52.40960562408499,1.600006103515625,1.682548668372271,0,0.5888870193706303,-1.399993896484375,-4.0,44.950272722087746,139.59375,0
2000-10-24,140.96875,141.9375,139.0,139.59375,2.9375,3.126894255694955,0,0.9753934825980936,4.84375,-2.8125,46.81395742143486,0.7999992370605469,1.3934841108478184,0,1.1259290907118056,0.4199981689453125,1.8699989318847656,50.79885567481446,0.300018310546875,1.5775111958572448,1,0.11120026839181857,-1.0,-3.79998779296875,44.95027272208774,136.3125,0
2000-10-25,138.75,139.5625,136.125,136.3125,3.4375,3.1513125231453154,0,1.7567567567567568,2.0625,-6.84375,40.707503196410556,0.6700019836425781,1.3397454220984581,0,1.6119430314249068,-0.5900001525878906,1.4599990844726562,48.953557165453134,1.100006103515625,1.768289926826725,0,0.0,-4.0999755859375,-12.199981689453125,36.58151725243309,136.6875,1
2000-10-26,137.125,137.65625,134.03125,136.6875,3.625,3.1851473429206503,0,0.31905195989061075,-2.625,-8.3125,41.644360003912595,0.8699989318847656,1.3049528015420242,1,0.2971722721741597,0.7999992370605469,3.450000762939453,52.531602624086055,2.100006103515625,1.793272953702788,0,0.4135361291412124,-5.20001220703125,-10.70001220703125,34.28978669270487,139.28125,1
2000-10-27,137.875,139.28125,136.625,139.28125,2.65625,3.147368961283461,1,1.0199456029011786,-0.625,-4.34375,47.78926046742745,1.0399971008300781,1.2898124336240426,0,2.9097373318186297,-1.5999984741210938,1.8400001525878906,47.74172368177502,1.100006103515625,1.7412620396945284,0,0.4143149165783898,-6.800018310546875,-9.20001220703125,33.422532487762666,140.53125,1
2000-10-30,138.4375,141.09375,138.15625,140.53125,2.9375,3.132378321191785,1,1.5124153498871333,0.0,-3.3125,50.49477361802135,0.779998779296875,1.252243318637506,1,0.18321030012523853,-0.9199981689453125,0.6599998474121094,48.27383799056154,0.0,1.61857119740009,0,0.0,-5.800018310546875,-8.800018310546875,33.24143908338447,142.953125,1
2000-10-31,141.015625,143.6875,140.0625,142.953125,3.625,3.1675655839638006,1,1.373961218836565,3.359375,0.453125,55.32513323608114,0.7800025939941406,1.2175216077701858,0,0.122214836806596,-0.6800003051757812,0.6199989318847656,47.70317732593899,0.5,1.5501326210937947,1,0.1512264258920132,-5.20001220703125,-6.70001220703125,35.49952286489331,142.46875,0
2000-11-01,142.25,143.25,141.21875,142.46875,2.03125,3.0864001851092433,1,0.15377855887521968,6.15625,-1.21875,54.1863707359346,0.9300003051757812,1.2059640966279375,1,0.1508272541752809,0.24000167846679688,1.7000007629394531,50.387429601094105,0.0,1.5092699589986984,0,0.0,-2.300018310546875,-6.399993896484375,33.46769062963401,142.703125,1
2000-11-02,143.15625,143.90625,142.515625,142.703125,1.390625,2.9686216004585826,0,0.31652477624972714,6.015625,-1.484375,54.672538694925066,1.3999977111816406,1.2201730444261905,0,0.6412185785424619,-1.2099990844726562,1.8900012969970703,47.023698046039335,0.0,1.4345165601888956,0,0.0,-0.5,-6.20001220703125,35.45685264441742,142.78125,1
2000-11-03,143.46875,143.75,142.375,142.78125,1.375,2.8547914861401122,0,0.4791984317142235,3.5,1.71875,54.84455325460413,0.5800018310546875,1.1733780135380705,0,0.0,-0.10000228881835938,1.7499980926513672,47.367672450873,0.0,1.3433213639793042,0,0.0,0.20001220703125,-4.699981689453125,36.27758390279627,143.78125,1
2000-11-06,143.15625,144.296875,143.03125,143.78125,1.265625,2.759136737130104,1,0.43658589827548566,3.25,3.78125,57.08928385956991,0.8800010681152344,1.151968573976472,1,1.4197501938548998,0.049999237060546875,0.9800014495849609,48.915635208042886,0.0,1.2516991534158735,0,0.0,0.20001220703125,-5.600006103515625,36.030877533383645,143.75,0
2000-11-07,143.140625,144.0,142.5625,143.75,1.4375,2.664734113049382,1,0.42571771640650585,0.796875,6.0625,56.99393457712467,0.5699996948242188,1.1183079955978554,1,1.0590084626261809,0.7100028991699219,0.25,52.06867621110017,0.0,1.1743733994735832,0,0.0,-0.600006103515625,-8.100006103515625,35.51074210728962,140.5625,0
2000-11-08,144.0625,144.0625,140.5625,140.5625,3.5,2.7243959621172835,0,2.4295010845986984,-1.90625,4.03125,48.158625059204404,0.7000007629394531,1.0878724811276903,1,0.2710847907219211,0.09000015258789062,0.1399993896484375,51.37307162551318,0.0,1.1395687612934173,0,0.0,1.100006103515625,-5.5,38.83851304732398,140.03125,0
